"Shape_Leng","Shape_Area","Island","WUI_Riskar","grass_mean","grass_median","pct_dom_grass"
0.0998172545056,0.000547579152201,"Hawaii","Railroad Ave/Papaya Farms Rd",0.873433554230187,0.944859320255307,93.604033970276
0.0803791147021,0.00040100553313,"Hawaii","Waa Waa",0.805860803692306,0.882293347993768,89.1142908893316
0.126052181956,0.00105334699107,"Hawaii","Nanawale",0.854381371412421,0.933930211016447,93.815499172642
0.160825810249,0.00148093578443,"Hawaii","Pahoa",0.850480221883542,0.91786222526939,95.1871657754011
0.193014217188,0.00152782109401,"Hawaii","Hawaiian Beaches",0.84129439579065,0.921319849298034,91.7752210706475
0.108508329129,0.000493219575346,"Hawaii","Makuu",0.720478540498852,0.721373632668389,94.6268217282497
0.152473923687,0.00134020617498,"Hawaii","Ainaloa",0.826102852029425,0.856534291139711,96.72699685705
0.278087346179,0.00416395410953,"Hawaii","Paradise Park",0.871160740407488,0.932219101311666,97.4493623405851
0.469616019631,0.00757088169934,"Hawaii","Kurtistown",0.791062649800411,0.825148774862705,91.0771503674284
0.453410855514,0.0081624063738,"Hawaii","Mountain View",0.729322629993235,0.731843531161245,84.1447789878283
0.571980165841,0.00617260577753,"Hawaii","Glenwood",0.579530811671442,0.563849705985978,62.1370759023105
0.258878927796,0.00244675247143,"Hawaii","Volcano Village",0.414742804487381,0.346203025293733,36.7721256009972
0.104401544533,0.000695180343253,"Hawaii","Volcano CC",0.452578420794853,0.392745448523481,39.5297805642633
0.174268596565,0.000825965699764,"Hawaii","Keaau",0.946767194739547,1,99.3397887323944
0.808424703983,0.0111142336384,"Hawaii","Hilo",0.878658263471203,0.967358250042672,95.4624070286658
0.154359709275,0.000848156079413,"Hawaii","Wainaku/Kaiwiki Makai",0.951131328881992,1,98.474982864976
0.123510721866,0.00084624224318,"Hawaii","Wainaku/Kaiwiki Mauka",0.837936374899138,0.922862036395273,92.2628238119746
0.217157664582,0.00156766503907,"Hawaii","Papaikou",0.951578937355261,1,98.1259857129604
0.139824353223,0.00101781539491,"Hawaii","Pepeekeo",0.947881796270542,1,98.1607385672368
0.201259446462,0.00181423810218,"Hawaii","Honomu",0.922905145733954,0.999289492960881,96.9207976295347
0.154686258375,0.00118365182811,"Hawaii","Hakalau",0.903995321624255,1,94.7823951875269
0.0639571576354,0.000257827491824,"Hawaii","Kamaee Rd",0.7766034598546,0.821066944608292,90.1210244863496
0.0991352368024,0.000412581225381,"Hawaii","Umauma",0.922841197071522,1,95.328750220342
0.187748829064,0.00116025307871,"Hawaii","Ninole",0.841553431176961,0.945335831243009,90.9432308944107
0.191586290376,0.00172140517061,"Hawaii","Laupahoehoe",0.85495590199388,0.960079613907103,92.0057403342901
0.089736740524,0.00037261781373,"Hawaii","Waipunalei",0.757501334952009,0.847633896692235,82.431906614786
0.0696138491052,0.000298271073431,"Hawaii","Ookala",0.742632323106043,0.844956679172104,78.1105429754078
0.130498863492,0.000834903961865,"Hawaii","Paauilo",0.675150554460668,0.667061790249258,75.1303894297636
0.272899477676,0.00202615324472,"Hawaii","Paauilo/Kaumoali Gulch",0.73331046521982,0.815303990197233,79.3005840409904
0.162103478117,0.000932390173563,"Hawaii","Kalopa",0.781435632106044,0.873549354509316,85.3827583521533
0.0900255732425,0.000412471409598,"Hawaii","Paauhau",0.718346225480447,0.832379166908721,74.942731277533
0.153828024664,0.00133130551297,"Hawaii","Ahualoa",0.697728506980657,0.739013251832829,74.9032011779462
0.185944372249,0.00132330480318,"Hawaii","Honokaa",0.692260414782154,0.714529384642155,75.1936706774353
0.0755896327472,0.000411205713282,"Hawaii","Kapulena",0.541800358258474,0.567688805294551,58.2347749338041
0.0939258831124,0.000504841187287,"Hawaii","Kukuihaele",0.702354558616596,0.76416850508015,76.8044950295346
0.230284453683,0.00158154613821,"Hawaii","Kapaau",0.841559125945877,0.924386380344205,92.1236336915587
0.297617792734,0.00296513798942,"Hawaii","Hawi",0.883145864215467,0.989162555030575,93.4386867573196
0.061975541591,0.000240422992756,"Maui","Kailua",0.832510838380196,0.901240463119725,92.4283559577677
0.13328431548,0.000585662004843,"Maui","Huelo",0.876359803056859,0.941011250834784,95.375435106912
0.401097661783,0.00517333307053,"Maui","Haiku",0.8572250856346,0.930661230403287,94.5364168667593
0.120852744291,0.00086225968066,"Maui","Hailiimaile",0.886896708508531,0.947702839019804,98.0962008255412
0.101224458768,0.000593942835973,"Maui","Makawao",0.898636441699521,0.954236263891336,98.972602739726
0.17201098678,0.000809132998142,"Maui","Piiholo",0.715986516035777,0.761847919109079,78.9629231595916
0.155844121216,0.000851447710665,"Maui","Olinda",0.797760617207442,0.936588236752804,84.0088744773445
0.120970185,0.000845583533166,"Maui","Pukalani",0.902000064855509,0.964680803529013,97.0037774725275
0.092846459424,0.000468572089737,"Maui","Kula 200",0.797999481949169,0.901249213870565,84.9434020778415
0.257180570982,0.00231156909946,"Maui","Waiakoa",0.927566685323146,0.977619975657457,98.6394771570414
0.165028363099,0.00113775031377,"Maui","Lower Kula",0.816834471933156,0.904802511805652,88.1136291094797
0.172741705193,0.00103180040486,"Maui","Upper Kula",0.698072228111453,0.78893966602039,71.0363277949873
0.176572867555,0.00159606777544,"Maui","Wahikuli-Keokeo Homesteads",0.775270306706062,0.880028755326173,81.6853983710242
0.100286415544,0.00049348893808,"Maui","Kula Hawaiian Homesteads",0.890049973432245,0.949743507959322,98.9986747165366
0.058360793804,0.000183484346,"Maui","Kuau",0.942870926466941,1,96.4696548988497
0.0984777990306,0.000544187048522,"Maui","Paia",0.927733982337222,1,98.1927710843374
0.104018323538,0.000411640534911,"Maui","Spreckelsville",0.873836070956917,0.996481852752757,90.8815672306322
0.183789821245,0.0015728535697,"Maui","Kahului",0.875933927772297,0.95169216200598,94.6745287399016
0.1737913529,0.00108063440082,"Maui","Wailuku",0.847698252078704,0.92779244774019,92.89972899729
0.102840164045,0.000624118559272,"Maui","Waikapu",0.939761380348312,1,98.3700081499592
0.0891329509352,0.00044709563341,"Maui","Wailuku Heights",0.721532504723319,0.781756147602381,78.6677497969131
0.0564465282006,0.000142700194667,"Maui","Waiehu",0.907666147648009,0.966848069623772,98.4118852459016
0.084871239032,0.000439999849105,"Maui","Waiehu Camp",0.795853857474236,0.80694887112619,95.3380724086626
0.0634574260811,0.000170017506234,"Maui","Waihee",0.88307409006109,0.956827024969842,97.7331052181352
0.112615438245,0.000542203721981,"Maui","Camp Maluhia",0.763837449788349,0.803559310580922,86.23557821304
0.13058360429,0.000784751790904,"Maui","Waiolai Gulch/Kahakuloa",0.803304201453345,0.868706176909868,89.6356725688329
0.0663564791547,0.000225498458377,"Maui","Kahakuloa",0.641724290575809,0.690088809002087,68.2273167581531
